type,title,description,director,n_directors,cast,n_cast_members,country,n_countries,main_country,continent,language,release_year,release_decade,date_added,year_added,delay_added,rating,rating_group,duration,duration_category,listed_in,n_genres,genre
Movie,Seaspiracy,"Passionate about ocean life, a filmmaker sets out to document the harm that humans do to marine species — and uncovers alarming global corruption.",Ali Tabrizi,1,Not Informed,0,United States,1,United States,North America,English,2021,2020,2021-03-24,2021,0,TV-14,Teen,90,Feature Film,Documentaries,1,Documentary
Movie,Loyiso Gola: Unlearning,"South African comedian Loyiso Gola serves up filter-free humor as he riffs about race, identity, politics, and a school prank gone embarrassingly wrong!",Kagiso Lediga,1,Loyiso Gola,1,South Africa,1,South Africa,Africa,English,2021,2020,2021-03-23,2021,0,TV-MA,Adult,60,Medium-length Film,Stand-Up Comedy,1,Comedy
TV Show,Men on a Mission,"Male celebs play make-believe as high schoolers, welcoming star transfer students every week and engaging in battles of witty humor and slapstick.",Jung-ah Im,1,"Ho-dong Kang, Soo-geun Lee, Sang-min Lee, Young-chul Kim, Jang-hoon Seo, Hee-chul Kim, Kyung-hoon Min",7,South Korea,1,South Korea,Asia,Korean,2021,2020,2021-03-23,2021,0,TV-14,Teen,6,Long-running Series,"International TV Shows, Korean TV Shows, Stand-Up Comedy & Talk Shows",3,International
TV Show,Navillera,A 70-year-old with a dream and a 23-year-old with a gift lift each other out of harsh realities and rise to the challenge of becoming ballerinos.,Not Informed,0,"Park In-hwan, Song Kang, Na Moon-hee, Hong Seung-hee, Cho Seong-ha, Kim Tae-hun, Cheong Hae-kyun, Kim Soo-jin, Jo Bok-rae, Kim Kwon",10,South Korea,1,South Korea,Asia,Korean,2021,2020,2021-03-23,2021,0,TV-14,Teen,1,Limited Series,"International TV Shows, TV Dramas",2,International
Movie,Philomena,A kind-hearted Irishwoman teams with an acerbic journalist to find the son she was forced to give up for adoption 50 years ago.,Stephen Frears,1,"Judi Dench, Steve Coogan, Sophie Kennedy Clark, Mare Winningham, Barbara Jefford, Ruth McCabe, Peter Hermann, Sean Mahon, Anna Maxwell Martin, Michelle Fairley, Kate Fleetwood",11,"United Kingdom, United States, France",3,United Kingdom,Europe,English,2013,2010,2021-03-22,2021,8,PG-13,Teen,98,Feature Film,"Dramas, Independent Movies, International Movies",3,Drama
Movie,Any Crybabies Around?,An immature young father in Akita becomes an outcast in his community after a media incident. Two years later he returns to ineptly try to make amends.,Takuma Sato,1,"Taiga Nakano, Riho Yoshioka, Kanichiro, Takashi Yamanaka, Kimiko Yo, Toshiro Yanagiba",6,Japan,1,Japan,Asia,Japanese,2020,2020,2021-03-20,2021,1,TV-MA,Adult,108,Feature Film,"Dramas, International Movies",2,Drama
Movie,Hospital,"In an abandoned hospital in Tainan, visitors seeking to communicate with their relatives' spirits are haunted by disturbing, supernatural occurrences.",Brody Chu,1,"Lin Po-Hung, Tai Bo, Jacqueline Zhu, Lei Hong, Hsu Lichi, Yoko Young, Samuel Gu, Eunice Lin",8,Taiwan,1,Taiwan,Asia,Mandarin,2020,2020,2021-03-20,2021,1,TV-MA,Adult,90,Feature Film,"Horror Movies, International Movies",2,Horror
Movie,Jiu Jitsu,"After the defeat of a celebrated war hero, an ancient order of fighters battles powerful space invaders as the fate of humanity hangs in the balance.",Dimitri Logothetis,1,"Alain Moussi, Nicolas Cage, Tony Jaa, Rick Yune, Frank Grillo, Marie Avgeropoulos, JuJu Chan, Ryan Tarran, Eddie Steeples, Raymond Pinharry, Mary Makariou",11,United States,1,United States,North America,English,2020,2020,2021-03-20,2021,1,R,Adult,102,Feature Film,Action & Adventure,1,Action & Adventure
TV Show,Mighty Morphin Power Rangers,"Five average teens are chosen by an intergalactic wizard to become the Power Rangers, who must use their new powers to fight the evil Rita Repulsa.",Not Informed,0,"Austin St. John, Thuy Trang, Walter Jones, Amy Jo Johnson, David Yost, Jason David Frank, Johnny Yong Bosch, Karan Ashley, Steve Cardenas, Catherine Sutherland, Paul Schrier, Jason Narvy, David Fielding, Richard Steven Horvitz, Barbara Goodson",15,"United States, Japan",2,United States,North America,English,2010,2010,2021-03-20,2021,11,TV-Y7,Kids,4,Long-running Series,Kids' TV,1,Family
TV Show,Alien TV,"Alien reporters Ixbee, Pixbee and Squee travel to a lovely but odd planet called Earth, where they attempt to make sense of humans and their hobbies.",Not Informed,0,"Rob Tinkler, Julie Lemieux, John Cleland, Kyle Dooley, Rupert Degas",5,Unknown,0,Unknown,Unknown,Unknown,2021,2020,2021-03-19,2021,0,TV-Y7,Kids,2,Short Series,"Kids' TV, TV Comedies",2,Family
TV Show,Country Comfort,"After hitting the skids in her career, an aspiring country singer finds new life as a nanny for a handsome widower and his five charming children.",Not Informed,0,"Katharine McPhee, Eddie Cibrian, Ricardo Hurtado, Jamie Martin Mann, Griffin McIntyre, Shiloh Verrico, Pyper Braun, Janet Varney, Eric Balfour",9,United States,1,United States,North America,English,2021,2020,2021-03-19,2021,0,TV-PG,Teen,1,Limited Series,TV Comedies,1,Comedy
TV Show,Formula 1: Drive to Survive,"Drivers, managers and team owners live life in the fast lane – both on and off the track – during one cutthroat season of Formula 1 racing.",Not Informed,0,Not Informed,0,United Kingdom,1,United Kingdom,Europe,English,2021,2020,2021-03-19,2021,0,TV-MA,Adult,3,Short Series,Docuseries,1,Documentary
Movie,Reframe THEATER EXPERIENCE with you,"Perfume's Reframe 2019 concert, performed to great effect in the newly reconstructed Line Cube Shibuya, is recreated as a high-tech concert film.",Taketoshi Sado,1,Perfume,1,Unknown,0,Unknown,Unknown,Unknown,2020,2020,2021-03-19,2021,1,TV-G,Family,84,Feature Film,"International Movies, Music & Musicals",2,International
Movie,The Yin Yang Master,"A feud erupts between realms, and Yin Yang master Qing Ming teams up with disgraced guard Yuan Boya to vanquish a demonic threat as a conspiracy looms.",Li Weiran,1,"Chen Kun, Zhou Xun, Qu Chuxiao, Shen Yue, William Chan Wai-ting, Wang Likun, Cici Wang",7,China,1,China,Asia,Mandarin,2021,2020,2021-03-19,2021,0,TV-14,Teen,120,Feature Film,"Action & Adventure, International Movies",2,Action & Adventure
Movie,Who's the Boss,"A young, overworked ad executive with an overbearing boss starts her own side hustle and invents an employer once her business begins to flourish.",Chinaza Onuzo,1,"Funke Akindele, Blossom Chukwujekwu, Sharon Ooja, Ini Dima-Okojie, Segun Arinze, Bolly Lomo, Beverly Osu, Tayo Faniran",8,Nigeria,1,Nigeria,Africa,English,2020,2020,2021-03-19,2021,1,TV-MA,Adult,106,Feature Film,"Comedies, International Movies, Romantic Movies",3,Comedy
TV Show,B: The Beginning,"Genius investigator Keith Flick rejoins the royal police force just as serial killer ""B"" emerges. Mysterious youth Koku may be an ally, or a target.",Not Informed,0,"Hiroaki Hirata, Yuki Kaji, Asami Seto, Hiroki Touchi, Minoru Inaba, Ami Koshimizu, Toshiyuki Toyonaga, Shintaro Tanaka, Atsushi Goto, Toshiyuki Morikawa, Kaito Ishikawa, Satomi Sato, Yu Kitada, Mitsuki Saiga, Kazuya Nakai, Nozomi Kameda, Makoto Awane",17,Japan,1,Japan,Asia,Japanese,2021,2020,2021-03-18,2021,0,TV-MA,Adult,2,Short Series,"Anime Series, Crime TV Shows, International TV Shows",3,Anime
Movie,Deadly Illusions,"After a bestselling novelist suffering from writer's block hires a new nanny for her children, the line between fiction and reality starts to blur.",Anna Elizabeth James,1,"Kristin Davis, Dermot Mulroney, Greer Grammer, Shanola Hampton, Marie Wagenman, Shylo Molina, Abella Bala, Shaun Wu",8,United States,1,United States,North America,English,2021,2020,2021-03-18,2021,0,R,Adult,115,Feature Film,Thrillers,1,Crime
Movie,Get the Goat,"Two hapless cops find themselves in over their heads as they cross paths with dangerous criminals while searching for Celestina, a beloved goat mascot.",Vitor Brandt,1,"Matheus Nachtergaele, Edmilson Filho, Letícia Lima, Leandro Ramos, Evelyn Castro, Valéria Vitoriano, Victor Allen, Renan Medeiros, Eyrio Okura, Jéssica Tamochunas, Marcondes Falcão, Juliano Cazarré",12,Brazil,1,Brazil,South America,Portuguese,2021,2020,2021-03-18,2021,0,TV-14,Teen,98,Feature Film,"Action & Adventure, Comedies, International Movies",3,Action & Adventure
Movie,Nate Bargatze: The Greatest Average American,"Nate Bargatze touches on Zoom comedy shows, losing his phone, hotel breakfast fails, animal caddies, new math and much more in this special.",Troy Miller,1,Nate Bargatze,1,United States,1,United States,North America,English,2021,2020,2021-03-18,2021,0,TV-G,Family,60,Medium-length Film,Stand-Up Comedy,1,Comedy
Movie,Skylines,"When a mysterious alien virus begins to endanger humanity, an elite team of soldiers launches into space to end the threat for good.",Liam O'Donnell,1,"Lindsey Morgan, Jonathan Howard, Daniel Bernhardt, Rhona Mitra, James Cosmo, Yayan Ruhian, Alexander Siddig, Cha-Lee Yoon, Ieva Andrejevaite, Jeremy Fitzgerald",10,"United Kingdom, United States",2,United Kingdom,Europe,English,2020,2020,2021-03-18,2021,1,R,Adult,113,Feature Film,Action & Adventure,1,Action & Adventure
Movie,The Fluffy Movie,"Comedian Gabriel Iglesias takes the stage in San Jose, California, for a stand-up performance featuring wild stories and even wilder impersonations.","Manny Rodriguez, Jay Lavender",2,Gabriel Iglesias,1,United States,1,United States,North America,English,2014,2010,2021-03-18,2021,7,PG-13,Teen,101,Feature Film,Stand-Up Comedy,1,Comedy
Movie,The Present,"Yusuf and his daughter set out to buy his wife an anniversary gift, a gesture demanding much patience and negotiation skills in the West Bank.",Farah Nabulsi,1,"Saleh Bakri, Maryam Kanj, Maryam Kamiel Basha, Ameer Khlawe, Ala' Hanani, Malak Abu Ghraibeh, Karam Elayyan, Leila Mouammar, Angie Saba",9,"United Kingdom,",2,United Kingdom,Europe,English,2020,2020,2021-03-18,2021,1,TV-MA,Adult,24,Short Film,"Dramas, International Movies",2,Drama
Movie,Wave of Cinema: 90's Generation,"Walk down memory lane and experience the soundtrack to beloved film ""Generasi 90an: Melankolia"" through nostalgic performances.",Adriano Rudiman,1,"PADI Reborn, Dul Jaelani, Efek Rumah Kaca, Jevin Julian, Gamaliel, ARAH, Sitha Marino, M. Irfan Ramli",8,Unknown,0,Unknown,Unknown,Unknown,2020,2020,2021-03-18,2021,1,TV-PG,Teen,51,Medium-length Film,"Documentaries, International Movies, Music & Musicals",3,Documentary
Movie,Catch.er,"A man becomes the prime suspect in his wife's murder, but the police investigation soon widens to other potential culprits with hidden motives.",Walter Taylaur,1,"OC Ukeje, Blossom Chukwujekwu, Alexx Ekubo, Beverly Naya, Tope Tedela, Gbenro Ajibade, Omowunmi Dada, Kiki Omeili, Wofai Fada",9,Nigeria,1,Nigeria,Africa,English,2017,2010,2021-03-17,2021,4,TV-14,Teen,80,Feature Film,"Dramas, International Movies, Thrillers",3,Drama
Movie,Operation Varsity Blues: The College Admissions Scandal,Reenactments drive this documentary investigating the mastermind behind a scam to get the kids of rich and famous families into top US universities.,Chris Smith,1,Matthew Modine,1,United States,1,United States,North America,English,2021,2020,2021-03-17,2021,0,R,Adult,100,Feature Film,Documentaries,1,Documentary
TV Show,Under Suspicion: Uncovering the Wesphael Case,"This docuseries follows the high-profile case of Belgian politician Bernard Wesphael, who was accused of murdering his wife in 2013.",Alain Brunard,1,Not Informed,0,Belgium,1,Belgium,Europe,French,2021,2020,2021-03-17,2021,0,TV-14,Teen,1,Limited Series,"Crime TV Shows, Docuseries, International TV Shows",3,Crime
Movie,Get on Up,Music legend James Brown makes a turbulent journey from humble origins to superstardom as the Godfather of Soul in this biopic starring Chadwick Boseman.,Tate Taylor,1,"Chadwick Boseman, Nelsan Ellis, Dan Aykroyd, Viola Davis, Lennie James, Fred Melamed, Craig Robinson, Jill Scott, Octavia Spencer, Jacinte Blankenship",10,"United Kingdom, United States",2,United Kingdom,Europe,English,2014,2010,2021-03-16,2021,7,PG-13,Teen,139,Feature Film,"Dramas, Music & Musicals",2,Drama
Movie,RebellComedy: Straight Outta the Zoo,"The comics of RebellComedy take the stage and tackle mistaken identities, geriatric influencers, our flawed perceptions of animals and more.",Ladislaus Kiraly,1,"Khalid Bounouar, Alain Frei, Babak Ghassim, Benaissa Lamroubal, Salim Samatou, Hany Siam, Ususmango, DJ Wati",8,Germany,1,Germany,Europe,German,2021,2020,2021-03-16,2021,0,TV-MA,Adult,74,Feature Film,Stand-Up Comedy,1,Comedy
Movie,Savages,"With the help of a shady DEA agent, two weed entrepreneurs take on a merciless cartel leader who wants in on their business and kidnaps their lover.",Oliver Stone,1,"Taylor Kitsch, Aaron Taylor-Johnson, Blake Lively, John Travolta, Benicio Del Toro, Salma Hayek, Demián Bichir, Sandra Echeverría, Emile Hirsch, Joaquín Cosío, Ali Wong",11,United States,1,United States,North America,English,2012,2010,2021-03-16,2021,9,R,Adult,131,Feature Film,"Dramas, Thrillers",2,Drama
TV Show,Waffles + Mochi,Curious puppet pals Waffles and Mochi travel the world exploring the wonders of food and culture while learning how to cook with fresh ingredients.,Not Informed,0,"Michelle Zamora, Russ Walko, Michelle Obama, Jonathan Kidder, Diona Elise Burnett, Taleia Gilliam, Lyric Lewis, Andy Hayward, Piotr Michael, George Konner",10,United States,1,United States,North America,English,2021,2020,2021-03-16,2021,0,TV-Y,Kids,1,Limited Series,Kids' TV,1,Family
TV Show,Abla Fahita: Drama Queen,"Falsely incriminated, Abla Fahita is separated from her kids, but the self-indulgent diva will stop at nothing to redeem herself and reunite her family.",Not Informed,0,"Bassem Samra, Donia Maher, Zeina Mansour, Osama Abdallah, Mohamed El Swisi, Rehab Hussien",6,Egypt,1,Egypt,Africa,Arabic,2021,2020,2021-03-15,2021,0,TV-14,Teen,1,Limited Series,"Crime TV Shows, International TV Shows, TV Comedies",3,Crime
Movie,C/O Kaadhal,"Cutting across conventions and expectations, four brave love stories blossom in this Tamil remake of the 2018 Telugu film ""Care of Kancharapalem.”",Hemambar Jasti,1,"Deepann, Vetri, Mumtaz Sorcar, Ayra, Karthik Rathnam, Sonia Giri, Nishesh, Shwetha",8,India,1,India,Asia,Hindi,2021,2020,2021-03-15,2021,0,TV-14,Teen,131,Feature Film,"Dramas, International Movies, Romantic Movies",3,Drama
Movie,The BFG,A little orphan meets up with a kind giant who's supposed to eat her but instead protects her from some truly horrible giants who terrorize them both.,Steven Spielberg,1,"Mark Rylance, Ruby Barnhill, Penelope Wilton, Jemaine Clement, Rebecca Hall, Rafe Spall, Bill Hader, Ólafur Darri Ólafsson, Adam Godley, Michael Adamthwaite, Daniel Bacon, Jonathan Holmes, Chris Gibbs, Paul Moniz de Sa",14,"United States, India, United Kingdom",3,United States,North America,English,2016,2010,2021-03-15,2021,5,PG,Family,118,Feature Film,"Children & Family Movies, Dramas",2,Family
Movie,The Last Blockbuster,"This nostalgic documentary reveals the real story of Blockbuster's demise, and how one last location in Oregon keeps the spirit of a bygone era alive.",Taylor Morden,1,Not Informed,0,United States,1,United States,North America,English,2020,2020,2021-03-15,2021,1,TV-14,Teen,87,Feature Film,Documentaries,1,Documentary
TV Show,The Lost Pirate Kingdom,The real-life pirates of the Caribbean violently plunder the world's riches and form a surprisingly egalitarian republic in this documentary series.,Not Informed,0,"James Oliver Wheatley, Sam Callis, Thomas Padley, Evan Milton, Samuel Collings, Miles Yekinni, Jack Waldouck, Mia Tomlinson, Kevin Howarth, Mark Gillis, George Watkins, Derek Jacobi",12,"United States, United Kingdom",2,United States,North America,English,2021,2020,2021-03-15,2021,0,TV-MA,Adult,1,Limited Series,"Docuseries, Science & Nature TV, TV Action & Adventure",3,Documentary
TV Show,Zero Chill,"Talented teen figure skater Kayla is forced to leave everything behind when her family follows her twin brother, Mac, to a prestigious hockey academy.",Not Informed,0,"Grace Beedie, Dakota Benjamin Taylor, Jade Ma, Jeremias Amoore, Leonardo Fontes, Anastasia Chocholatá, Sarah-Jane Potts, Doug Rao, Tanja Ribič, Oscar Skagerberg, Jerry Kwarteng",11,United Kingdom,1,United Kingdom,Europe,English,2021,2020,2021-03-15,2021,0,TV-G,Family,1,Limited Series,"British TV Shows, Kids' TV, TV Dramas",3,TV Shows
